_id,BUDGET_YEAR,BUDGET_MONTH_DESC,GROUP_NAME,DUTY_NAME,PRODUCT_NAME,TAX_NETTAX_AMT,UPDATE_DATE
14,2563,พฤศจิกายน,ภาษีสุรา,สุรา,สุรา,76461.8200,2569-08-01
15,2563,พฤศจิกายน,ภาษีสุรา,สุรากลั่น,ชนิดอื่นๆ นอกจาก (1) สุราสามทับ,3347206735.0400,2569-08-01
16,2563,พฤศจิกายน,ภาษีสุรา,สุรากลั่น,สุรากลั่นชนิดสุราขาว,2658288396.7700,2569-08-01
17,2563,พฤศจิกายน,ภาษีสุรา,สุรากลั่น,สุราสามทับกรณีอื่นๆ นอกจากไปใช้ในการอุตสาหกรรม ที่นำไปทำการแปลงสภาพ,183332.0000,2569-08-01
18,2563,พฤศจิกายน,ภาษีสุรา,สุราแช่,สุราแช่ชนิดอื่นๆ,74368427.3200,2569-08-01
19,2563,พฤศจิกายน,ภาษีสุรา,สุราแช่,"สุราแช่ผลไม้ที่มีราคาขายปลีกแนะนำเกินกว่า 1,000 บาท",3682999.0000,2569-08-01
20,2563,พฤศจิกายน,ภาษีสุรา,สุราแช่,"สุราแช่ผลไม้ที่มีราคาขายปลีกแนะนำไม่เกิน 1,000 บาท",61359587.3200,2569-08-01
21,2563,พฤศจิกายน,ภาษีสุรา,สุราแช่,สุราแช่ผลไม้ที่มีส่วนผสมขององุ่นหรือไวน์องุ่น,21060.0000,2569-08-01
22,2563,พฤศจิกายน,ภาษีสุรา,สุราแช่,สุราแช่ผลไม้ที่มีส่วนผสมขององุ่นหรือไวน์องุ่นที่มีแรงแอลกอฮอล์ไม่เกิน 7 ดีกรี และมีขนาดบรรจุไม่เกิน 0.330 ลิตร,49471054.1000,2569-08-01
23,2563,พฤศจิกายน,ภาษีสุรา,สุราแช่,"ไวน์และสปาร์กลิ้งไวน์ที่ทำจากองุ่นที่มีราคาขายปลีกแนะนำเกินกว่า 1,000 บาท",15239116.1500,2569-08-01
24,2563,พฤศจิกายน,ภาษีสุรา,สุราแช่,"ไวน์และสปาร์กลิ้งไวน์ที่ทำจากองุ่นที่มีราคาขายปลีกแนะนำไม่เกิน 1,000 บาท",161326132.0400,2569-08-01
25,2563,ธันวาคม,ภาษีสุรา,สุรา,สุรา,3781.1400,2569-08-01
26,2563,ธันวาคม,ภาษีสุรา,สุรากลั่น,ชนิดอื่นๆ นอกจาก (1) สุราสามทับ,3318003335.4800,2569-08-01
27,2563,ธันวาคม,ภาษีสุรา,สุรากลั่น,สุรากลั่นชนิดสุราขาว,2442890075.2600,2569-08-01
28,2563,ธันวาคม,ภาษีสุรา,สุรากลั่น,สุราสามทับกรณีอื่นๆ นอกจากไปใช้ในการอุตสาหกรรม ที่นำไปทำการแปลงสภาพ,212421.6300,2569-08-01
29,2563,ธันวาคม,ภาษีสุรา,สุรากลั่น,สุราสามทับที่นำไปทำการแปลงสภาพ ทั้งนี้ ตามหลักเกณฑ์ วิธีการและเงื่อนไขที่อธิบดีประกาศกำหนด,249486.3000,2569-08-01
30,2563,ธันวาคม,ภาษีสุรา,สุราแช่,สุราแช่ชนิดอื่นๆ,69170296.8400,2569-08-01
31,2563,ธันวาคม,ภาษีสุรา,สุราแช่,"สุราแช่ผลไม้ที่มีราคาขายปลีกแนะนำเกินกว่า 1,000 บาท",4320857.0000,2569-08-01
32,2563,ธันวาคม,ภาษีสุรา,สุราแช่,"สุราแช่ผลไม้ที่มีราคาขายปลีกแนะนำไม่เกิน 1,000 บาท",83510937.6700,2569-08-01
33,2563,ธันวาคม,ภาษีสุรา,สุราแช่,สุราแช่ผลไม้ที่มีส่วนผสมขององุ่นหรือไวน์องุ่นที่มีแรงแอลกอฮอล์ไม่เกิน 7 ดีกรี และมีขนาดบรรจุไม่เกิน 0.330 ลิตร,92266587.5400,2569-08-01
34,2563,ธันวาคม,ภาษีสุรา,สุราแช่,สุราแช่ผลไม้ที่มีส่วนผสมขององุ่นหรือไวน์องุ่นอื่นๆ,1433250.0000,2569-08-01
35,2563,ธันวาคม,ภาษีสุรา,สุราแช่,"ไวน์และสปาร์กลิ้งไวน์ที่ทำจากองุ่นที่มีราคาขายปลีกแนะนำเกินกว่า 1,000 บาท",23343602.1100,2569-08-01
36,2563,ธันวาคม,ภาษีสุรา,สุราแช่,"ไวน์และสปาร์กลิ้งไวน์ที่ทำจากองุ่นที่มีราคาขายปลีกแนะนำไม่เกิน 1,000 บาท",167158194.8200,2569-08-01
37,2563,มกราคม,ภาษีสุรา,สุรา,สุรา,77901.6300,2569-08-01
38,2563,มกราคม,ภาษีสุรา,สุรากลั่น,ชนิดอื่นๆ นอกจาก (1) สุราสามทับ,3646027544.3900,2569-08-01
39,2563,มกราคม,ภาษีสุรา,สุรากลั่น,สุรากลั่นชนิดสุราขาว,2264499630.7300,2569-08-01
40,2563,มกราคม,ภาษีสุรา,สุรากลั่น,สุราสามทับกรณีอื่นๆ นอกจากไปใช้ในการอุตสาหกรรม ที่นำไปทำการแปลงสภาพ,3527276.3000,2569-08-01
41,2563,มกราคม,ภาษีสุรา,สุราแช่,สุราแช่ชนิดอื่นๆ,83073930.5300,2569-08-01
42,2563,มกราคม,ภาษีสุรา,สุราแช่,"สุราแช่ผลไม้ที่มีราคาขายปลีกแนะนำเกินกว่า 1,000 บาท",1716529.0000,2569-08-01
43,2563,มกราคม,ภาษีสุรา,สุราแช่,"สุราแช่ผลไม้ที่มีราคาขายปลีกแนะนำไม่เกิน 1,000 บาท",62965853.9200,2569-08-01
44,2563,มกราคม,ภาษีสุรา,สุราแช่,สุราแช่ผลไม้ที่มีส่วนผสมขององุ่นหรือไวน์องุ่น,21937.5000,2569-08-01
45,2563,มกราคม,ภาษีสุรา,สุราแช่,สุราแช่ผลไม้ที่มีส่วนผสมขององุ่นหรือไวน์องุ่นที่มีแรงแอลกอฮอล์ไม่เกิน 7 ดีกรี และมีขนาดบรรจุไม่เกิน 0.330 ลิตร,124023972.3600,2569-08-01
46,2563,มกราคม,ภาษีสุรา,สุราแช่,สุราแช่ผลไม้ที่มีส่วนผสมขององุ่นหรือไวน์องุ่นอื่นๆ,438750.0000,2569-08-01
47,2563,มกราคม,ภาษีสุรา,สุราแช่,"ไวน์และสปาร์กลิ้งไวน์ที่ทำจากองุ่นที่มีราคาขายปลีกแนะนำเกินกว่า 1,000 บาท",14481203.9200,2569-08-01
48,2563,มกราคม,ภาษีสุรา,สุราแช่,"ไวน์และสปาร์กลิ้งไวน์ที่ทำจากองุ่นที่มีราคาขายปลีกแนะนำไม่เกิน 1,000 บาท",128796822.8800,2569-08-01
49,2563,กุมภาพันธ์,ภาษีสุรา,สุรา,สุรา,15201.2200,2569-08-01
50,2563,กุมภาพันธ์,ภาษีสุรา,สุรากลั่น,ชนิดอื่นๆ นอกจาก (1) สุราสามทับ,3286370793.3600,2569-08-01
51,2563,กุมภาพันธ์,ภาษีสุรา,สุรากลั่น,สุรากลั่นชนิดสุราขาว,1659243308.3200,2569-08-01
52,2563,กุมภาพันธ์,ภาษีสุรา,สุรากลั่น,สุราสามทับกรณีอื่นๆ นอกจากไปใช้ในการอุตสาหกรรม ที่นำไปทำการแปลงสภาพ,4227351.0000,2569-08-01
53,2563,กุมภาพันธ์,ภาษีสุรา,สุราแช่,สุราแช่ชนิดอื่นๆ,54942297.5600,2569-08-01
54,2563,กุมภาพันธ์,ภาษีสุรา,สุราแช่,"สุราแช่ผลไม้ที่มีราคาขายปลีกแนะนำเกินกว่า 1,000 บาท",423300.0000,2569-08-01
55,2563,กุมภาพันธ์,ภาษีสุรา,สุราแช่,"สุราแช่ผลไม้ที่มีราคาขายปลีกแนะนำไม่เกิน 1,000 บาท",58782274.2000,2569-08-01
56,2563,กุมภาพันธ์,ภาษีสุรา,สุราแช่,สุราแช่ผลไม้ที่มีส่วนผสมขององุ่นหรือไวน์องุ่นที่มีแรงแอลกอฮอล์ไม่เกิน 7 ดีกรี และมีขนาดบรรจุไม่เกิน 0.330 ลิตร,33767786.7600,2569-08-01
57,2563,กุมภาพันธ์,ภาษีสุรา,สุราแช่,สุราแช่ผลไม้ที่มีส่วนผสมขององุ่นหรือไวน์องุ่นอื่นๆ,2106000.0000,2569-08-01
58,2563,กุมภาพันธ์,ภาษีสุรา,สุราแช่,"ไวน์และสปาร์กลิ้งไวน์ที่ทำจากองุ่นที่มีราคาขายปลีกแนะนำเกินกว่า 1,000 บาท",10555438.4400,2569-08-01
59,2563,กุมภาพันธ์,ภาษีสุรา,สุราแช่,"ไวน์และสปาร์กลิ้งไวน์ที่ทำจากองุ่นที่มีราคาขายปลีกแนะนำไม่เกิน 1,000 บาท",114035561.8800,2569-08-01
60,2563,มีนาคม,ภาษีสุรา,สุรา,สุรา,169467.1700,2569-08-01
61,2563,มีนาคม,ภาษีสุรา,สุรากลั่น,ชนิดอื่นๆ นอกจาก (1) สุราสามทับ,3426224699.1800,2569-08-01
62,2563,มีนาคม,ภาษีสุรา,สุรากลั่น,สุรากลั่นชนิดสุราขาว,2216299530.7500,2569-08-01
63,2563,มีนาคม,ภาษีสุรา,สุรากลั่น,สุราสามทับกรณีอื่นๆ นอกจากไปใช้ในการอุตสาหกรรม ที่นำไปทำการแปลงสภาพ,16031641.5400,2569-08-01
64,2563,มีนาคม,ภาษีสุรา,สุราแช่,สุราแช่ชนิดอื่นๆ,61697809.3900,2569-08-01
65,2563,มีนาคม,ภาษีสุรา,สุราแช่,"สุราแช่ผลไม้ที่มีราคาขายปลีกแนะนำเกินกว่า 1,000 บาท",553453.0000,2569-08-01
66,2563,มีนาคม,ภาษีสุรา,สุราแช่,"สุราแช่ผลไม้ที่มีราคาขายปลีกแนะนำไม่เกิน 1,000 บาท",69364580.0200,2569-08-01
67,2563,มีนาคม,ภาษีสุรา,สุราแช่,สุราแช่ผลไม้ที่มีส่วนผสมขององุ่นหรือไวน์องุ่น,17550.0000,2569-08-01
68,2563,มีนาคม,ภาษีสุรา,สุราแช่,สุราแช่ผลไม้ที่มีส่วนผสมขององุ่นหรือไวน์องุ่นที่มีแรงแอลกอฮอล์ไม่เกิน 7 ดีกรี และมีขนาดบรรจุไม่เกิน 0.330 ลิตร,24197348.3500,2569-08-01
69,2563,มีนาคม,ภาษีสุรา,สุราแช่,"ไวน์และสปาร์กลิ้งไวน์ที่ทำจากองุ่นที่มีราคาขายปลีกแนะนำเกินกว่า 1,000 บาท",8253196.3400,2569-08-01
70,2563,มีนาคม,ภาษีสุรา,สุราแช่,"ไวน์และสปาร์กลิ้งไวน์ที่ทำจากองุ่นที่มีราคาขายปลีกแนะนำไม่เกิน 1,000 บาท",102770597.3500,2569-08-01
71,2563,เมษายน,ภาษีสุรา,สุรา,สุรา,16404.4400,2569-08-01
72,2563,เมษายน,ภาษีสุรา,สุรากลั่น,ชนิดอื่นๆ นอกจาก (1) สุราสามทับ,498889608.0500,2569-08-01
73,2563,เมษายน,ภาษีสุรา,สุรากลั่น,สุรากลั่นชนิดสุราขาว,803372252.7200,2569-08-01
74,2563,เมษายน,ภาษีสุรา,สุรากลั่น,สุราสามทับกรณีอื่นๆ นอกจากไปใช้ในการอุตสาหกรรม ที่นำไปทำการแปลงสภาพ,10948626.2600,2569-08-01
75,2563,เมษายน,ภาษีสุรา,สุรากลั่น,สุราสามทับที่นำไปทำการแปลงสภาพ ทั้งนี้ ตามหลักเกณฑ์ วิธีการและเงื่อนไขที่อธิบดีประกาศกำหนด,86110.6000,2569-08-01
76,2563,เมษายน,ภาษีสุรา,สุราแช่,สุราแช่ชนิดอื่นๆ,36613594.2700,2569-08-01
77,2563,เมษายน,ภาษีสุรา,สุราแช่,"สุราแช่ผลไม้ที่มีราคาขายปลีกแนะนำเกินกว่า 1,000 บาท",1693640.0000,2569-08-01
78,2563,เมษายน,ภาษีสุรา,สุราแช่,"สุราแช่ผลไม้ที่มีราคาขายปลีกแนะนำไม่เกิน 1,000 บาท",14563647.5000,2569-08-01
79,2563,เมษายน,ภาษีสุรา,สุราแช่,สุราแช่ผลไม้ที่มีส่วนผสมขององุ่นหรือไวน์องุ่นที่มีแรงแอลกอฮอล์ไม่เกิน 7 ดีกรี และมีขนาดบรรจุไม่เกิน 0.330 ลิตร,69099145.0600,2569-08-01
80,2563,เมษายน,ภาษีสุรา,สุราแช่,สุราแช่ผลไม้ที่มีส่วนผสมขององุ่นหรือไวน์องุ่นอื่นๆ,263250.0000,2569-08-01
81,2563,เมษายน,ภาษีสุรา,สุราแช่,"ไวน์และสปาร์กลิ้งไวน์ที่ทำจากองุ่นที่มีราคาขายปลีกแนะนำเกินกว่า 1,000 บาท",8634975.6300,2569-08-01
82,2563,เมษายน,ภาษีสุรา,สุราแช่,"ไวน์และสปาร์กลิ้งไวน์ที่ทำจากองุ่นที่มีราคาขายปลีกแนะนำไม่เกิน 1,000 บาท",52203161.7900,2569-08-01
83,2563,พฤษภาคม,ภาษีสุรา,สุรา,สุรา,12430.4100,2569-08-01
84,2563,พฤษภาคม,ภาษีสุรา,สุรากลั่น,ชนิดอื่นๆ นอกจาก (1) สุราสามทับ,1239047613.6000,2569-08-01
85,2563,พฤษภาคม,ภาษีสุรา,สุรากลั่น,สุรากลั่นชนิดสุราขาว,2013782497.0200,2569-08-01
86,2563,พฤษภาคม,ภาษีสุรา,สุรากลั่น,สุราสามทับกรณีอื่นๆ นอกจากไปใช้ในการอุตสาหกรรม ที่นำไปทำการแปลงสภาพ,4725741.0400,2569-08-01
87,2563,พฤษภาคม,ภาษีสุรา,สุรากลั่น,สุราสามทับที่นำไปทำการแปลงสภาพ ทั้งนี้ ตามหลักเกณฑ์ วิธีการและเงื่อนไขที่อธิบดีประกาศกำหนด,4560.0000,2569-08-01
88,2563,พฤษภาคม,ภาษีสุรา,สุราแช่,สุราแช่ชนิดอื่นๆ,33044243.8500,2569-08-01
89,2563,พฤษภาคม,ภาษีสุรา,สุราแช่,"สุราแช่ผลไม้ที่มีราคาขายปลีกแนะนำเกินกว่า 1,000 บาท",1442425.3200,2569-08-01
90,2563,พฤษภาคม,ภาษีสุรา,สุราแช่,"สุราแช่ผลไม้ที่มีราคาขายปลีกแนะนำไม่เกิน 1,000 บาท",24735416.3800,2569-08-01
91,2563,พฤษภาคม,ภาษีสุรา,สุราแช่,สุราแช่ผลไม้ที่มีส่วนผสมขององุ่นหรือไวน์องุ่นที่มีแรงแอลกอฮอล์ไม่เกิน 7 ดีกรี และมีขนาดบรรจุไม่เกิน 0.330 ลิตร,324849.1600,2569-08-01
92,2563,พฤษภาคม,ภาษีสุรา,สุราแช่,สุราแช่ผลไม้ที่มีส่วนผสมขององุ่นหรือไวน์องุ่นอื่นๆ,2808000.0000,2569-08-01
93,2563,พฤษภาคม,ภาษีสุรา,สุราแช่,"ไวน์และสปาร์กลิ้งไวน์ที่ทำจากองุ่นที่มีราคาขายปลีกแนะนำเกินกว่า 1,000 บาท",9863764.4500,2569-08-01
94,2563,พฤษภาคม,ภาษีสุรา,สุราแช่,"ไวน์และสปาร์กลิ้งไวน์ที่ทำจากองุ่นที่มีราคาขายปลีกแนะนำไม่เกิน 1,000 บาท",81395195.5700,2569-08-01
95,2563,มิถุนายน,ภาษีสุรา,สุรา,สุรา,3073.4300,2569-08-01
96,2563,มิถุนายน,ภาษีสุรา,สุรากลั่น,ชนิดอื่นๆ นอกจาก (1) สุราสามทับ,2359407451.7400,2569-08-01
97,2563,มิถุนายน,ภาษีสุรา,สุรากลั่น,สุรากลั่นชนิดสุราขาว,2194592840.4300,2569-08-01
98,2563,มิถุนายน,ภาษีสุรา,สุรากลั่น,สุราสามทับกรณีอื่นๆ นอกจากไปใช้ในการอุตสาหกรรม ที่นำไปทำการแปลงสภาพ,8508700.3100,2569-08-01
99,2563,มิถุนายน,ภาษีสุรา,สุรากลั่น,สุราสามทับที่นำไปทำการแปลงสภาพ ทั้งนี้ ตามหลักเกณฑ์ วิธีการและเงื่อนไขที่อธิบดีประกาศกำหนด,23338.4100,2569-08-01
100,2563,มิถุนายน,ภาษีสุรา,สุราแช่,สุราแช่ชนิดอื่นๆ,55004109.0300,2569-08-01
101,2563,มิถุนายน,ภาษีสุรา,สุราแช่,"สุราแช่ผลไม้ที่มีราคาขายปลีกแนะนำเกินกว่า 1,000 บาท",1254278.1600,2569-08-01
102,2563,มิถุนายน,ภาษีสุรา,สุราแช่,"สุราแช่ผลไม้ที่มีราคาขายปลีกแนะนำไม่เกิน 1,000 บาท",28924068.5000,2569-08-01
103,2563,มิถุนายน,ภาษีสุรา,สุราแช่,สุราแช่ผลไม้ที่มีส่วนผสมขององุ่นหรือไวน์องุ่น,17550.0000,2569-08-01
104,2563,มิถุนายน,ภาษีสุรา,สุราแช่,สุราแช่ผลไม้ที่มีส่วนผสมขององุ่นหรือไวน์องุ่นที่มีแรงแอลกอฮอล์ไม่เกิน 7 ดีกรี และมีขนาดบรรจุไม่เกิน 0.330 ลิตร,1402.5000,2569-08-01
105,2563,มิถุนายน,ภาษีสุรา,สุราแช่,"ไวน์และสปาร์กลิ้งไวน์ที่ทำจากองุ่นที่มีราคาขายปลีกแนะนำเกินกว่า 1,000 บาท",10764734.2100,2569-08-01
106,2563,มิถุนายน,ภาษีสุรา,สุราแช่,"ไวน์และสปาร์กลิ้งไวน์ที่ทำจากองุ่นที่มีราคาขายปลีกแนะนำไม่เกิน 1,000 บาท",85070324.1000,2569-08-01
107,2563,กรกฏาคม,ภาษีสุรา,สุรา,สุรา,154542.2300,2569-08-01
108,2563,กรกฏาคม,ภาษีสุรา,สุรากลั่น,ชนิดอื่นๆ นอกจาก (1) สุราสามทับ,2650607229.9900,2569-08-01
109,2563,กรกฏาคม,ภาษีสุรา,สุรากลั่น,สุรากลั่นชนิดสุราขาว,2848417341.2600,2569-08-01
110,2563,กรกฏาคม,ภาษีสุรา,สุรากลั่น,สุราสามทับกรณีอื่นๆ นอกจากไปใช้ในการอุตสาหกรรม ที่นำไปทำการแปลงสภาพ,6391018.3600,2569-08-01
111,2563,กรกฏาคม,ภาษีสุรา,สุราแช่,สุราแช่ชนิดอื่นๆ,62226059.8200,2569-08-01
112,2563,กรกฏาคม,ภาษีสุรา,สุราแช่,"สุราแช่ผลไม้ที่มีราคาขายปลีกแนะนำเกินกว่า 1,000 บาท",405207.7500,2569-08-01
113,2563,กรกฏาคม,ภาษีสุรา,สุราแช่,"สุราแช่ผลไม้ที่มีราคาขายปลีกแนะนำไม่เกิน 1,000 บาท",27948045.4977,2569-08-01
114,2563,กรกฏาคม,ภาษีสุรา,สุราแช่,สุราแช่ผลไม้ที่มีส่วนผสมขององุ่นหรือไวน์องุ่นที่มีแรงแอลกอฮอล์ไม่เกิน 7 ดีกรี และมีขนาดบรรจุไม่เกิน 0.330 ลิตร,104137146.9000,2569-08-01
115,2563,กรกฏาคม,ภาษีสุรา,สุราแช่,"ไวน์และสปาร์กลิ้งไวน์ที่ทำจากองุ่นที่มีราคาขายปลีกแนะนำเกินกว่า 1,000 บาท",8572940.4146,2569-08-01
116,2563,กรกฏาคม,ภาษีสุรา,สุราแช่,"ไวน์และสปาร์กลิ้งไวน์ที่ทำจากองุ่นที่มีราคาขายปลีกแนะนำไม่เกิน 1,000 บาท",71502635.7438,2569-08-01
117,2563,สิงหาคม,ภาษีสุรา,สุรา,สุรา,59.0300,2569-08-01
118,2563,สิงหาคม,ภาษีสุรา,สุรากลั่น,ชนิดอื่นๆ นอกจาก (1) สุราสามทับ,2475965898.0100,2569-08-01
119,2563,สิงหาคม,ภาษีสุรา,สุรากลั่น,สุรากลั่นชนิดสุราขาว,2431994165.5900,2569-08-01
120,2563,สิงหาคม,ภาษีสุรา,สุรากลั่น,สุราสามทับกรณีอื่นๆ นอกจากไปใช้ในการอุตสาหกรรม ที่นำไปทำการแปลงสภาพ,1649590.2100,2569-08-01
121,2563,สิงหาคม,ภาษีสุรา,สุรากลั่น,สุราสามทับที่นำไปทำการแปลงสภาพ ทั้งนี้ ตามหลักเกณฑ์ วิธีการและเงื่อนไขที่อธิบดีประกาศกำหนด,34056.0000,2569-08-01
122,2563,สิงหาคม,ภาษีสุรา,สุราแช่,สุราแช่ชนิดอื่นๆ,58756963.3400,2569-08-01
123,2563,สิงหาคม,ภาษีสุรา,สุราแช่,"สุราแช่ผลไม้ที่มีราคาขายปลีกแนะนำเกินกว่า 1,000 บาท",94122.1200,2569-08-01
124,2563,สิงหาคม,ภาษีสุรา,สุราแช่,"สุราแช่ผลไม้ที่มีราคาขายปลีกแนะนำไม่เกิน 1,000 บาท",27724440.5800,2569-08-01
125,2563,สิงหาคม,ภาษีสุรา,สุราแช่,สุราแช่ผลไม้ที่มีส่วนผสมขององุ่นหรือไวน์องุ่น,17550.0000,2569-08-01
126,2563,สิงหาคม,ภาษีสุรา,สุราแช่,สุราแช่ผลไม้ที่มีส่วนผสมขององุ่นหรือไวน์องุ่นที่มีแรงแอลกอฮอล์ไม่เกิน 7 ดีกรี และมีขนาดบรรจุไม่เกิน 0.330 ลิตร,39635133.3300,2569-08-01
127,2563,สิงหาคม,ภาษีสุรา,สุราแช่,"ไวน์และสปาร์กลิ้งไวน์ที่ทำจากองุ่นที่มีราคาขายปลีกแนะนำเกินกว่า 1,000 บาท",13883676.5900,2569-08-01
128,2563,สิงหาคม,ภาษีสุรา,สุราแช่,"ไวน์และสปาร์กลิ้งไวน์ที่ทำจากองุ่นที่มีราคาขายปลีกแนะนำไม่เกิน 1,000 บาท",84441461.3500,2569-08-01
129,2563,กันยายน,ภาษีสุรา,สุรา,สุรา,42006.3100,2569-08-01
130,2563,กันยายน,ภาษีสุรา,สุรากลั่น,ชนิดอื่นๆ นอกจาก (1) สุราสามทับ,2781005634.2000,2569-08-01
131,2563,กันยายน,ภาษีสุรา,สุรากลั่น,สุรากลั่นชนิดสุราขาว,2186816891.7600,2569-08-01
132,2563,กันยายน,ภาษีสุรา,สุรากลั่น,สุราสามทับกรณีอื่นๆ นอกจากไปใช้ในการอุตสาหกรรม ที่นำไปทำการแปลงสภาพ,13827784.2200,2569-08-01
133,2563,กันยายน,ภาษีสุรา,สุราแช่,สุราแช่ชนิดอื่นๆ,47496642.4300,2569-08-01
134,2563,กันยายน,ภาษีสุรา,สุราแช่,"สุราแช่ผลไม้ที่มีราคาขายปลีกแนะนำเกินกว่า 1,000 บาท",654052.5500,2569-08-01
135,2563,กันยายน,ภาษีสุรา,สุราแช่,"สุราแช่ผลไม้ที่มีราคาขายปลีกแนะนำไม่เกิน 1,000 บาท",30919821.1100,2569-08-01
136,2563,กันยายน,ภาษีสุรา,สุราแช่,สุราแช่ผลไม้ที่มีส่วนผสมขององุ่นหรือไวน์องุ่น,2.8000,2569-08-01
137,2563,กันยายน,ภาษีสุรา,สุราแช่,สุราแช่ผลไม้ที่มีส่วนผสมขององุ่นหรือไวน์องุ่นที่มีแรงแอลกอฮอล์ไม่เกิน 7 ดีกรี และมีขนาดบรรจุไม่เกิน 0.330 ลิตร,39823607.3800,2569-08-01
138,2563,กันยายน,ภาษีสุรา,สุราแช่,"ไวน์และสปาร์กลิ้งไวน์ที่ทำจากองุ่นที่มีราคาขายปลีกแนะนำเกินกว่า 1,000 บาท",12552229.0400,2569-08-01
139,2563,กันยายน,ภาษีสุรา,สุราแช่,"ไวน์และสปาร์กลิ้งไวน์ที่ทำจากองุ่นที่มีราคาขายปลีกแนะนำไม่เกิน 1,000 บาท",98713926.2900,2569-08-01
140,2564,ตุลาคม,ภาษีสุรา,สุรา,สุรา,69699.0400,2569-08-01
141,2564,ตุลาคม,ภาษีสุรา,สุรากลั่น,ชนิดอื่นๆ นอกจาก (1) สุราสามทับ,2542351458.8700,2569-08-01
142,2564,ตุลาคม,ภาษีสุรา,สุรากลั่น,สุรากลั่นชนิดสุราขาว,2520373696.9200,2569-08-01
143,2564,ตุลาคม,ภาษีสุรา,สุรากลั่น,สุราสามทับกรณีอื่นๆ นอกจากไปใช้ในการอุตสาหกรรม ที่นำไปทำการแปลงสภาพ,1233992.7600,2569-08-01
144,2564,ตุลาคม,ภาษีสุรา,สุราแช่,สุราแช่ชนิดอื่นๆ,32449355.5700,2569-08-01
145,2564,ตุลาคม,ภาษีสุรา,สุราแช่,"สุราแช่ผลไม้ที่มีราคาขายปลีกแนะนำเกินกว่า 1,000 บาท",615602.3800,2569-08-01
146,2564,ตุลาคม,ภาษีสุรา,สุราแช่,"สุราแช่ผลไม้ที่มีราคาขายปลีกแนะนำไม่เกิน 1,000 บาท",33855925.7500,2569-08-01
147,2564,ตุลาคม,ภาษีสุรา,สุราแช่,สุราแช่ผลไม้ที่มีส่วนผสมขององุ่นหรือไวน์องุ่น,17550.0000,2569-08-01
148,2564,ตุลาคม,ภาษีสุรา,สุราแช่,สุราแช่ผลไม้ที่มีส่วนผสมขององุ่นหรือไวน์องุ่นที่มีแรงแอลกอฮอล์ไม่เกิน 7 ดีกรี และมีขนาดบรรจุไม่เกิน 0.330 ลิตร,56774020.0400,2569-08-01
149,2564,ตุลาคม,ภาษีสุรา,สุราแช่,"ไวน์และสปาร์กลิ้งไวน์ที่ทำจากองุ่นที่มีราคาขายปลีกแนะนำเกินกว่า 1,000 บาท",14480907.7500,2569-08-01
